Sat ephemeris file created in MATLAB using delkep_wrapper.m @ 23-Jan-2017 22:16:42
sat17


      Time (UTCG)              x (km)          y (km)          z (km)   
------------------------    ------------    ------------    ------------
15 Mar 2012 00:00:00.000    -5066.239195    -2551.820826    -4063.746757 
15 Mar 2012 00:01:00.000    -4857.373352    -2362.225365    -4417.965850 
15 Mar 2012 00:02:00.000    -4628.056930    -2162.676959    -4753.580149 
15 Mar 2012 00:03:00.000    -4379.255847    -1954.015464    -5069.176324 
15 Mar 2012 00:04:00.000    -4112.018051    -1737.119137    -5363.425348 
15 Mar 2012 00:05:00.000    -3827.469112    -1512.900938    -5635.088088 
15 Mar 2012 00:06:00.000    -3526.807476    -1282.304690    -5883.020527 
15 Mar 2012 00:07:00.000    -3211.299420    -1046.301104    -6106.178580 
15 Mar 2012 00:08:00.000    -2882.273718     -805.883692    -6303.622491 
15 Mar 2012 00:09:00.000    -2541.116045     -562.064587    -6474.520790 
15 Mar 2012 00:10:00.000    -2189.263142     -315.870281    -6618.153796 
15 Mar 2012 00:11:00.000    -1828.196766      -68.337301    -6733.916647 
15 Mar 2012 00:12:00.000    -1459.437447      179.492150    -6821.321845 
15 Mar 2012 00:13:00.000    -1084.538086      426.574587    -6880.001314 
15 Mar 2012 00:14:00.000     -705.077417      671.869631    -6909.707942 
15 Mar 2012 00:15:00.000     -322.653359      914.344393    -6910.316632 
15 Mar 2012 00:16:00.000       61.123717     1152.977823    -6881.824819 
15 Mar 2012 00:17:00.000      444.637764     1386.765008    -6824.352488 
15 Mar 2012 00:18:00.000      826.273868     1614.721406    -6738.141664 
15 Mar 2012 00:19:00.000     1204.425046     1835.886991    -6623.555396 
15 Mar 2012 00:20:00.000     1577.499011     2049.330294    -6481.076224 
15 Mar 2012 00:21:00.000     1943.924883     2254.152332    -6311.304154 
15 Mar 2012 00:22:00.000     2302.159795     2449.490387    -6114.954124 
15 Mar 2012 00:23:00.000     2650.695396     2634.521645    -5892.852996 
15 Mar 2012 00:24:00.000     2988.064200     2808.466659    -5645.936076 
