Sat ephemeris file created in MATLAB using delkep_wrapper.m @ 23-Jan-2017 22:16:35
sat7


      Time (UTCG)              x (km)          y (km)          z (km)   
------------------------    ------------    ------------    ------------
15 Mar 2012 00:00:00.000    -4743.061258     3111.581432    -4063.746757 
15 Mar 2012 00:01:00.000    -4474.433852     3025.496036    -4417.965850 
15 Mar 2012 00:02:00.000    -4186.961652     2926.676392    -4753.580149 
15 Mar 2012 00:03:00.000    -3881.854955     2815.539081    -5069.176324 
15 Mar 2012 00:04:00.000    -3560.398327     2692.552525    -5363.425348 
15 Mar 2012 00:05:00.000    -3223.945202     2558.235014    -5635.088088 
15 Mar 2012 00:06:00.000    -2873.912175     2413.152524    -5883.020527 
15 Mar 2012 00:07:00.000    -2511.773046     2257.916325    -6106.178580 
15 Mar 2012 00:08:00.000    -2139.052609     2093.180414    -6303.622491 
15 Mar 2012 00:09:00.000    -1757.320234     1919.638755    -6474.520790 
15 Mar 2012 00:10:00.000    -1368.183259     1738.022356    -6618.153796 
15 Mar 2012 00:11:00.000     -973.280222     1549.096192    -6733.916647 
15 Mar 2012 00:12:00.000     -574.273961     1353.655979    -6821.321845 
15 Mar 2012 00:13:00.000     -172.844614     1152.524827    -6880.001314 
15 Mar 2012 00:14:00.000      229.317460      946.549771    -6909.707942 
15 Mar 2012 00:15:00.000      630.518793      736.598202    -6910.316632 
15 Mar 2012 00:16:00.000     1029.069943      523.554220    -6881.824819 
15 Mar 2012 00:17:00.000     1423.292608      308.314905    -6824.352488 
15 Mar 2012 00:18:00.000     1811.526692       91.786543    -6738.141664 
15 Mar 2012 00:19:00.000     2192.137295     -125.119191    -6623.555396 
15 Mar 2012 00:20:00.000     2563.521601     -341.489071    -6481.076224 
15 Mar 2012 00:21:00.000     2924.115625     -556.412165    -6311.304154 
15 Mar 2012 00:22:00.000     3272.400799     -768.983673    -6114.954124 
15 Mar 2012 00:23:00.000     3606.910369     -978.308729    -5892.852996 
15 Mar 2012 00:24:00.000     3926.235573    -1183.506176    -5645.936076 
15 Mar 2012 00:25:00.000     4229.031568    -1383.712271    -5375.243172 
15 Mar 2012 00:26:00.000     4514.023103    -1578.084322    -5081.914218 
15 Mar 2012 00:27:00.000     4780.009880    -1765.804233    -4767.184470 
15 Mar 2012 00:28:00.000     5025.871617    -1946.081950    -4432.379310 
15 Mar 2012 00:29:00.000     5250.572763    -2118.158786    -4078.908656 
15 Mar 2012 00:30:00.000     5453.166860    -2281.310612    -3708.261034 
15 Mar 2012 00:31:00.000     5632.800530    -2434.850904    -3321.997303 
15 Mar 2012 00:32:00.000     5788.717067    -2578.133634    -2921.744085 
15 Mar 2012 00:33:00.000     5920.259630    -2710.555988    -2509.186912 
15 Mar 2012 00:34:00.000     6026.874006    -2831.560901    -2086.063132 
15 Mar 2012 00:35:00.000     6108.110946    -2940.639399    -1654.154590 
15 Mar 2012 00:36:00.000     6163.628058    -3037.332742    -1215.280126 
15 Mar 2012 00:37:00.000     6193.191251    -3121.234356     -771.287913 
15 Mar 2012 00:38:00.000     6196.675718    -3191.991534     -324.047678 
15 Mar 2012 00:39:00.000     6174.066472    -3249.306930      124.557177 
15 Mar 2012 00:40:00.000     6125.458399    -3292.939797      572.637500 
15 Mar 2012 00:41:00.000     6051.055869    -3322.707009     1018.306351 
15 Mar 2012 00:42:00.000     5951.171870    -3338.483819     1459.686942 
15 Mar 2012 00:43:00.000     5826.226698    -3340.204393     1894.920548 
15 Mar 2012 00:44:00.000     5676.746183    -3327.862075     2322.174325 
15 Mar 2012 00:45:00.000     5503.359477    -3301.509417     2739.649037 
15 Mar 2012 00:46:00.000     5306.796410    -3261.257956     3145.586627 
15 Mar 2012 00:47:00.000     5087.884411    -3207.277739     3538.277624 
15 Mar 2012 00:48:00.000     4847.545031    -3139.796608     3916.068340 
15 Mar 2012 00:49:00.000     4586.790063    -3059.099234     4277.367837 
15 Mar 2012 00:50:00.000     4306.717277    -2965.525923     4620.654619 
15 Mar 2012 00:51:00.000     4008.505805    -2859.471172     4944.483051 
15 Mar 2012 00:52:00.000     3693.411175    -2741.382013     5247.489434 
15 Mar 2012 00:53:00.000     3362.760021    -2611.756126     5528.397760 
15 Mar 2012 00:54:00.000     3017.944502    -2471.139740     5786.025076 
15 Mar 2012 00:55:00.000     2660.416440    -2320.125336     6019.286470 
15 Mar 2012 00:56:00.000     2291.681206    -2159.349145     6227.199638 
15 Mar 2012 00:57:00.000     1913.291380    -1989.488470     6408.889025 
15 Mar 2012 00:58:00.000     1526.840218    -1811.258836     6563.589505 
15 Mar 2012 00:59:00.000     1133.954939    -1625.410968     6690.649609 
15 Mar 2012 01:00:00.000      736.289879    -1432.727638     6789.534266 
15 Mar 2012 01:01:00.000      335.519517    -1234.020361     6859.827054 
15 Mar 2012 01:02:00.000      -66.668569    -1030.125980     6901.231961 
15 Mar 2012 01:03:00.000     -468.580811     -821.903142     6913.574623 
15 Mar 2012 01:04:00.000     -868.524781     -610.228683     6896.803062 
15 Mar 2012 01:05:00.000    -1264.816320     -395.993931     6850.987907 
15 Mar 2012 01:06:00.000    -1655.786629     -180.100959     6776.322092 
15 Mar 2012 01:07:00.000    -2039.789293       36.541219     6673.120049 
15 Mar 2012 01:08:00.000    -2415.207222      253.020472     6541.816378 
15 Mar 2012 01:09:00.000    -2780.459452      468.425391     6382.964022 
15 Mar 2012 01:10:00.000    -3134.007808      681.849132     6197.231933 
15 Mar 2012 01:11:00.000    -3474.363382      892.393228     5985.402261 
15 Mar 2012 01:12:00.000    -3800.092799     1099.171374     5748.367057 
15 Mar 2012 01:13:00.000    -4109.824259     1301.313157     5487.124515 
15 Mar 2012 01:14:00.000    -4402.253310     1497.967720     5202.774771 
15 Mar 2012 01:15:00.000    -4676.148344     1688.307346     4896.515270 
15 Mar 2012 01:16:00.000    -4930.355782     1871.530937     4569.635722 
15 Mar 2012 01:17:00.000    -5163.804936     2046.867390     4223.512671 
