Sat ephemeris file created in MATLAB using delkep_wrapper.m @ 23-Jan-2017 22:16:40
sat14


      Time (UTCG)              x (km)          y (km)          z (km)   
------------------------    ------------    ------------    ------------
15 Mar 2012 00:00:00.000    -1340.290663    -1913.613272     6575.280374 
15 Mar 2012 00:01:00.000    -1711.191726    -2123.958915     6422.867601 
15 Mar 2012 00:02:00.000    -2074.881770    -2325.368961     6243.407054 
15 Mar 2012 00:03:00.000    -2429.829459    -2516.995047     6037.654474 
15 Mar 2012 00:04:00.000    -2774.540290    -2698.029977     5806.476318 
15 Mar 2012 00:05:00.000    -3107.562890    -2867.711123     5550.846117 
15 Mar 2012 00:06:00.000    -3427.495124    -3025.323634     5271.840371 
15 Mar 2012 00:07:00.000    -3732.989999    -3170.203448     4970.634022 
15 Mar 2012 00:08:00.000    -4022.761336    -3301.740093     4648.495499 
15 Mar 2012 00:09:00.000    -4295.589183    -3419.379259     4306.781382 
15 Mar 2012 00:10:00.000    -4550.324954    -3522.625128     3946.930686 
15 Mar 2012 00:11:00.000    -4785.896261    -3611.042472     3570.458803 
15 Mar 2012 00:12:00.000    -5001.311431    -3684.258482     3178.951119 
15 Mar 2012 00:13:00.000    -5195.663682    -3741.964342     2774.056339 
15 Mar 2012 00:14:00.000    -5368.134936    -3783.916533     2357.479542 
15 Mar 2012 00:15:00.000    -5517.999265    -3809.937855     1930.975004 
15 Mar 2012 00:16:00.000    -5644.625945    -3819.918184     1496.338806 
15 Mar 2012 00:17:00.000    -5747.482113    -3813.814931     1055.401275 
15 Mar 2012 00:18:00.000    -5826.135007    -3791.653225      610.019271 
15 Mar 2012 00:19:00.000    -5880.253789    -3753.525813      162.068375 
15 Mar 2012 00:20:00.000    -5909.610933    -3699.592670     -286.565019 
15 Mar 2012 00:21:00.000    -5914.083185    -3630.080324     -733.991640 
15 Mar 2012 00:22:00.000    -5893.652080    -3545.280912    -1178.327298 
15 Mar 2012 00:23:00.000    -5848.404016    -3445.550946    -1617.700823 
15 Mar 2012 00:24:00.000    -5778.529891    -3331.309817    -2050.261938 
15 Mar 2012 00:25:00.000    -5684.324297    -3203.038029    -2474.189057 
15 Mar 2012 00:26:00.000    -5566.184276    -3061.275182    -2887.696950 
15 Mar 2012 00:27:00.000    -5424.607651    -2906.617700    -3289.044267 
15 Mar 2012 00:28:00.000    -5260.190924    -2739.716319    -3676.540867 
15 Mar 2012 00:29:00.000    -5073.626764    -2561.273353    -4048.554937 
15 Mar 2012 00:30:00.000    -4865.701091    -2372.039738    -4403.519863 
15 Mar 2012 00:31:00.000    -4637.289761    -2172.811870    -4739.940829 
15 Mar 2012 00:32:00.000    -4389.354882    -1964.428253    -5056.401109 
15 Mar 2012 00:33:00.000    -4122.940756    -1747.765974    -5351.568035 
15 Mar 2012 00:34:00.000    -3839.169484    -1523.737007    -5624.198611 
15 Mar 2012 00:35:00.000    -3539.236239    -1293.284377    -5873.144744 
15 Mar 2012 00:36:00.000    -3224.404231    -1057.378188    -6097.358078 
15 Mar 2012 00:37:00.000    -2895.999389     -817.011541    -6295.894416 
15 Mar 2012 00:38:00.000    -2555.404774     -573.196354    -6467.917686 
15 Mar 2012 00:39:00.000    -2204.054759     -326.959100    -6612.703470 
15 Mar 2012 00:40:00.000    -1843.428981      -79.336488    -6729.642051 
