Sat ephemeris file created in MATLAB using delkep_wrapper.m @ 23-Jan-2017 22:16:39
sat13


      Time (UTCG)              x (km)          y (km)          z (km)   
------------------------    ------------    ------------    ------------
15 Mar 2012 00:00:00.000     2302.762833      394.433960     6575.280374 
15 Mar 2012 00:01:00.000     1944.447179      147.256764     6700.003539 
15 Mar 2012 00:02:00.000     1577.949028     -100.549187     6796.511866 
15 Mar 2012 00:03:00.000     1204.811766     -347.940517     6864.398941 
15 Mar 2012 00:04:00.000      826.606716     -593.875560     6903.378881 
15 Mar 2012 00:05:00.000      444.926514     -837.318743     6913.287534 
15 Mar 2012 00:06:00.000       61.378409    -1077.244950     6894.083175 
15 Mar 2012 00:07:00.000     -322.422510    -1312.643837     6845.846675 
15 Mar 2012 00:08:00.000     -704.860112    -1542.524087     6768.781166 
15 Mar 2012 00:09:00.000    -1084.324032    -1765.917583     6663.211185 
15 Mar 2012 00:10:00.000    -1459.216449    -1981.883489     6529.581304 
15 Mar 2012 00:11:00.000    -1827.958816    -2189.512208     6368.454261 
15 Mar 2012 00:12:00.000    -2188.998506    -2387.929215     6180.508589 
15 Mar 2012 00:13:00.000    -2540.815351    -2576.298742     5966.535759 
15 Mar 2012 00:14:00.000    -2881.928038    -2753.827296     5727.436846 
15 Mar 2012 00:15:00.000    -3210.900353    -2919.767002     5464.218736 
15 Mar 2012 00:16:00.000    -3526.347222    -3073.418755     5177.989884 
15 Mar 2012 00:17:00.000    -3826.940546    -3214.135163     4869.955648 
15 Mar 2012 00:18:00.000    -4111.414792    -3341.323278     4541.413213 
15 Mar 2012 00:19:00.000    -4378.572319    -3454.447090     4193.746125 
15 Mar 2012 00:20:00.000    -4627.288423    -3553.029791     3828.418469 
15 Mar 2012 00:21:00.000    -4856.516070    -3636.655779     3446.968700 
15 Mar 2012 00:22:00.000    -5065.290304    -3704.972418     3051.003168 
15 Mar 2012 00:23:00.000    -5252.732311    -3757.691515     2642.189350 
15 Mar 2012 00:24:00.000    -5418.053114    -3794.590545     2222.248829 
15 Mar 2012 00:25:00.000    -5560.556899    -3815.513585     1792.950046 
15 Mar 2012 00:26:00.000    -5679.643940    -3820.371973     1356.100850 
15 Mar 2012 00:27:00.000    -5774.813125    -3809.144686      913.540886 
15 Mar 2012 00:28:00.000    -5845.664062    -3781.878430      467.133847 
15 Mar 2012 00:29:00.000    -5891.898767    -3738.687444       18.759630 
15 Mar 2012 00:30:00.000    -5913.322916    -3679.753025     -429.693587 
15 Mar 2012 00:31:00.000    -5909.846659    -3605.322763     -876.337293 
15 Mar 2012 00:32:00.000    -5881.485002    -3515.709504    -1319.290595 
15 Mar 2012 00:33:00.000    -5828.357736    -3411.290032    -1756.688143 
15 Mar 2012 00:34:00.000    -5750.688938    -3292.503488    -2186.687983 
15 Mar 2012 00:35:00.000    -5648.806019    -3159.849522    -2607.479313 
15 Mar 2012 00:36:00.000    -5523.138350    -3013.886191    -3017.290110 
15 Mar 2012 00:37:00.000    -5374.215448    -2855.227609    -3414.394593 
15 Mar 2012 00:38:00.000    -5202.664746    -2684.541368    -3797.120487 
15 Mar 2012 00:39:00.000    -5009.208952    -2502.545727    -4163.856071 
15 Mar 2012 00:40:00.000    -4794.662999    -2310.006587    -4513.056957 
15 Mar 2012 00:41:00.000    -4559.930620    -2107.734272    -4843.252605 
15 Mar 2012 00:42:00.000    -4306.000532    -1896.580115    -5153.052503 
15 Mar 2012 00:43:00.000    -4033.942280    -1677.432876    -5441.152033 
15 Mar 2012 00:44:00.000    -3744.901724    -1451.215004    -5706.337959 
15 Mar 2012 00:45:00.000    -3440.096222    -1218.878750    -5947.493539 
15 Mar 2012 00:46:00.000    -3120.809492     -981.402161    -6163.603226 
15 Mar 2012 00:47:00.000    -2788.386217     -739.784961    -6353.756946 
15 Mar 2012 00:48:00.000    -2444.226373     -495.044345    -6517.153930 
15 Mar 2012 00:49:00.000    -2089.779336     -248.210694    -6653.106086 
15 Mar 2012 00:50:00.000    -1726.537781       -0.323238    -6761.040896 
15 Mar 2012 00:51:00.000    -1356.031390      247.574317    -6840.503829 
15 Mar 2012 00:52:00.000     -979.820416      494.438189    -6891.160254 
15 Mar 2012 00:53:00.000     -599.489110      739.228909    -6912.796846 
15 Mar 2012 00:54:00.000     -216.639048      980.915701    -6905.322492 
15 Mar 2012 00:55:00.000      167.117609     1218.480823    -6868.768667 
15 Mar 2012 00:56:00.000      550.164909     1450.923850    -6803.289305 
15 Mar 2012 00:57:00.000      930.889907     1677.265890    -6709.160151 
15 Mar 2012 00:58:00.000     1307.689465     1896.553704    -6586.777598 
15 Mar 2012 00:59:00.000     1678.976996     2107.863723    -6436.657020 
15 Mar 2012 01:00:00.000     2043.189145     2310.305933    -6259.430599 
15 Mar 2012 01:01:00.000     2398.792376     2503.027631    -6055.844667 
15 Mar 2012 01:02:00.000     2744.289425     2685.217010    -5826.756557 
15 Mar 2012 01:03:00.000     3078.225607     2856.106582    -5573.130998 
15 Mar 2012 01:04:00.000     3399.194937     3014.976411    -5296.036049 
15 Mar 2012 01:05:00.000     3705.846055     3161.157143    -4996.638605 
15 Mar 2012 01:06:00.000     3996.887911     3294.032831    -4676.199477 
15 Mar 2012 01:07:00.000     4271.095201     3413.043527    -4336.068090 
15 Mar 2012 01:08:00.000     4527.313531     3517.687641    -3977.676792 
15 Mar 2012 01:09:00.000     4764.464269     3607.524060    -3602.534830 
15 Mar 2012 01:10:00.000     4981.549090     3682.174000    -3212.221990 
15 Mar 2012 01:11:00.000     5177.654180     3741.322609    -2808.381944 
15 Mar 2012 01:12:00.000     5351.954079     3784.720293    -2392.715331 
15 Mar 2012 01:13:00.000     5503.715158     3812.183769    -1966.972592 
15 Mar 2012 01:14:00.000     5632.298708     3823.596840    -1532.946602 
15 Mar 2012 01:15:00.000     5737.163624     3818.910883    -1092.465117 
