Sat ephemeris file created in MATLAB using delkep_wrapper.m @ 23-Jan-2017 22:16:31
sat1


      Time (UTCG)              x (km)          y (km)          z (km)   
------------------------    ------------    ------------    ------------
15 Mar 2012 00:00:00.000     6181.463081    -3237.610383        0.000000 
15 Mar 2012 00:01:00.000     6140.034364    -3285.043147      448.415368 
15 Mar 2012 00:02:00.000     6072.749899    -3318.643339      894.942384 
15 Mar 2012 00:03:00.000     5979.892700    -3338.270074     1337.700647 
15 Mar 2012 00:04:00.000     5861.853471    -3343.841307     1774.825629 
15 Mar 2012 00:05:00.000     5719.128960    -3335.334169     2204.476522 
15 Mar 2012 00:06:00.000     5552.319868    -3312.785067     2624.843994 
15 Mar 2012 00:07:00.000     5362.128324    -3276.289523     3034.157809 
15 Mar 2012 00:08:00.000     5149.354926    -3226.001774     3430.694276 
15 Mar 2012 00:09:00.000     4914.895371    -3162.134118     3812.783514 
15 Mar 2012 00:10:00.000     4659.736689    -3084.956016     4178.816481 
15 Mar 2012 00:11:00.000     4384.953081    -2994.792959     4527.251752 
15 Mar 2012 00:12:00.000     4091.701404    -2892.025092     4856.622005 
15 Mar 2012 00:13:00.000     3781.216294    -2777.085613     5165.540209 
15 Mar 2012 00:14:00.000     3454.804971    -2650.458946     5452.705457 
15 Mar 2012 00:15:00.000     3113.841736    -2512.678701     5716.908448 
15 Mar 2012 00:16:00.000     2759.762185    -2364.325422     5957.036578 
15 Mar 2012 00:17:00.000     2394.057160    -2206.024146     6172.078629 
15 Mar 2012 00:18:00.000     2018.266478    -2038.441763     6361.129021 
15 Mar 2012 00:19:00.000     1633.972444    -1862.284212     6523.391632 
15 Mar 2012 00:20:00.000     1242.793189    -1678.293506     6658.183146 
15 Mar 2012 00:21:00.000      846.375857    -1487.244605     6764.935935 
15 Mar 2012 00:22:00.000      446.389669    -1289.942153     6843.200444 
15 Mar 2012 00:23:00.000       44.518895    -1087.217088     6892.647088 
15 Mar 2012 00:24:00.000     -357.544238     -879.923145     6913.067640 
15 Mar 2012 00:25:00.000     -758.106674     -668.933256     6904.376104 
15 Mar 2012 00:26:00.000    -1155.481656     -455.135881     6866.609082 
15 Mar 2012 00:27:00.000    -1547.995825     -239.431259     6799.925618 
15 Mar 2012 00:28:00.000    -1933.996275      -22.727625     6704.606527 
15 Mar 2012 00:29:00.000    -2311.857505      194.062623     6581.053213 
15 Mar 2012 00:30:00.000    -2679.988269      410.026755     6429.785980 
15 Mar 2012 00:31:00.000    -3036.838277      624.255562     6251.441840 
15 Mar 2012 00:32:00.000    -3380.904722      835.847176     6046.771831 
15 Mar 2012 00:33:00.000    -3710.738609     1043.910872     5816.637850 
15 Mar 2012 00:34:00.000    -4024.950857     1247.570814     5562.009033 
15 Mar 2012 00:35:00.000    -4322.218150     1445.969743     5283.957662 
15 Mar 2012 00:36:00.000    -4601.288512     1638.272588     4983.654660 
15 Mar 2012 00:37:00.000    -4860.986576     1823.669976     4662.364652 
15 Mar 2012 00:38:00.000    -5100.218534     2001.381641     4321.440644 
15 Mar 2012 00:39:00.000    -5317.976751     2170.659711     3962.318325 
